tag,step,value,smoothed
da/a2,32000,0.8320077657699585,
da/a2,34000,0.9671802520751953,
da/a2,36000,0.9089002013206482,
da/a2,38000,0.9543391466140747,
da/a2,40000,0.958836019039154,
da/a2,42000,0.9658759832382202,
da/a2,44000,0.947249710559845,
da/a2,46000,0.9207016229629517,
da/a2,0,0.5404608249664307,
da/a2,250,0.7088481187820435,
da/a2,500,0.7092739939689636,
da/a2,750,0.8081103563308716,
da/a2,1000,0.8304459452629089,
da/a2,1250,0.8388081192970276,
da/a2,1500,0.8547994494438171,
da/a2,1750,0.919220507144928,
da/a2,2000,0.8258534073829651,
da/a2,4000,0.9584471583366394,
da/a2,6000,0.9641948342323303,
da/a2,8000,0.9480760097503662,
da/a2,10000,0.9704508185386658,
da/a2,12000,0.9242033362388611,
da/a2,14000,0.8579410910606384,
da/a2,16000,0.9407256841659546,
da/a2,18000,0.9473832249641418,
da/a2,20000,0.9269707798957825,
da/a2,22000,0.9350445866584778,0.8766525924205781
da/a2,24000,0.9669436812400818,0.885528244972229
da/a2,26000,0.9356937408447266,0.889788749217987
da/a2,28000,0.8970720767974854,0.8941547870635986
da/a2,30000,0.905010998249054,0.8968580079078674
da/a2,32000,0.9737332463264465,0.9013951468467712
da/a2,34000,0.9262771010398865,0.9035553324222565
da/a2,36000,0.9106765985488892,0.9064473783969879
da/a2,38000,0.925014078617096,0.9072839391231536
da/a2,40000,0.947634756565094,0.9085193574428558
da/a2,42000,0.9315440058708191,0.9085909283161164
da/a2,44000,0.9157090187072754,0.9077869546413422
da/a2,46000,0.9375404119491577,0.9075529527664186
da/a3,0,0.7444153428077698,
da/a3,250,0.8814983367919922,
da/a3,500,0.8802192807197571,
da/a3,750,0.8724635243415833,
da/a3,1000,0.9002096652984619,
da/a3,1250,0.9207392334938049,
da/a3,1500,0.9090891480445862,
da/a3,1750,0.9599444270133972,
da/a3,2000,0.9660946130752563,
da/a3,4000,0.9767255783081055,
da/a3,6000,0.9812621474266052,
da/a3,8000,0.9797818064689636,
da/a3,10000,0.9658349752426147,
da/a3,12000,0.9797096848487854,
da/a3,14000,0.9830620884895325,
da/a3,16000,0.9616008400917053,
da/a3,18000,0.9710151553153992,
da/a3,20000,0.9896153807640076,
da/a3,22000,0.9730789065361023,
da/a3,24000,0.9867604374885559,
da/a3,26000,0.9726734757423401,
da/a3,28000,0.9715521931648254,
da/a3,30000,0.9733967781066895,
da/a3,32000,0.892134428024292,
da/a3,34000,0.9881964325904846,
da/a3,36000,0.9498867988586426,
da/a3,38000,0.9841887354850769,
da/a3,40000,0.9866743683815002,
da/a3,42000,0.9826611280441284,
da/a3,44000,0.9761902093887329,
da/a3,46000,0.9581701159477234,
da/a3,0,0.762267529964447,
da/a3,250,0.8750336766242981,
da/a3,500,0.9127086997032166,
da/a3,750,0.9056772589683533,
da/a3,1000,0.9347423315048218,
da/a3,1250,0.9540877938270569,
da/a3,1500,0.9502627849578857,
da/a3,1750,0.977440357208252,
da/a3,2000,0.9326477646827698,
da/a3,4000,0.9878490567207336,
da/a3,6000,0.991745114326477,
da/a3,8000,0.9877457022666931,
da/a3,10000,0.9881358742713928,
da/a3,12000,0.9576103091239929,
da/a3,14000,0.9342237710952759,
da/a3,16000,0.978839099407196,
da/a3,18000,0.982958972454071,
da/a3,20000,0.9640573859214783,
da/a3,22000,0.9612723588943481,0.9471630215644837
da/a3,24000,0.9904869198799133,0.9520844531059265
da/a3,26000,0.9718284010887146,0.9538910543918611
da/a3,28000,0.9547191262245178,0.9553810513019563
da/a3,30000,0.968130886554718,0.9572943985462189
da/a3,32000,0.9892671704292297,0.9590755486488343
da/a3,34000,0.9573808908462524,0.9598083817958831
da/a3,36000,0.9611879587173462,0.9608503580093384
da/a3,38000,0.9768345355987549,0.9611881601810456
da/a3,40000,0.983816921710968,0.9615426063537598
da/a3,42000,0.9591207504272461,0.9611905097961425
da/a3,44000,0.9554426670074463,0.9606741201877593
da/a3,46000,0.9712404608726501,0.9605032932758332
de/abs_rel,0,0.5122847557067871,
de/abs_rel,250,0.38159093260765076,
de/abs_rel,500,0.36376410722732544,
de/abs_rel,750,0.2815685272216797,
de/abs_rel,1000,0.31570881605148315,
de/abs_rel,1250,0.2605077922344208,
de/abs_rel,1500,0.3082540035247803,
de/abs_rel,1750,0.2010296732187271,
de/abs_rel,2000,0.1900133341550827,
de/abs_rel,4000,0.1498347967863083,
de/abs_rel,6000,0.14696744084358215,
de/abs_rel,8000,0.15051396191120148,
de/abs_rel,10000,0.1875859797000885,
de/abs_rel,12000,0.15282106399536133,
de/abs_rel,14000,0.13869164884090424,
de/abs_rel,16000,0.18317729234695435,
de/abs_rel,18000,0.1484212726354599,
de/abs_rel,20000,0.116240955889225,
de/abs_rel,22000,0.12953419983386993,
de/abs_rel,24000,0.10655122250318527,
de/abs_rel,26000,0.12154542654752731,
de/abs_rel,28000,0.16743041574954987,
de/abs_rel,30000,0.16367293894290924,
de/abs_rel,32000,0.2813646197319031,
de/abs_rel,34000,0.11745288968086243,
de/abs_rel,36000,0.21134509146213531,
de/abs_rel,38000,0.10931845009326935,
de/abs_rel,40000,0.11750634759664536,
de/abs_rel,42000,0.11922986060380936,
de/abs_rel,44000,0.12106930464506149,
de/abs_rel,46000,0.1875384896993637,
de/abs_rel,0,0.44634702801704407,
de/abs_rel,250,0.3144606947898865,
de/abs_rel,500,0.3100566565990448,
de/abs_rel,750,0.2427341192960739,
de/abs_rel,1000,0.23151512444019318,
de/abs_rel,1250,0.24593624472618103,
de/abs_rel,1500,0.21856822073459625,
de/abs_rel,1750,0.2151123434305191,
de/abs_rel,2000,0.24866104125976562,
de/abs_rel,4000,0.13059884309768677,
de/abs_rel,6000,0.13534517586231232,
de/abs_rel,8000,0.14343343675136566,
de/abs_rel,10000,0.11156866699457169,
de/abs_rel,12000,0.1442832350730896,
de/abs_rel,14000,0.20913639664649963,
de/abs_rel,16000,0.13208141922950745,
de/abs_rel,18000,0.13776244223117828,
de/abs_rel,20000,0.1330936849117279,
de/abs_rel,22000,0.14254021644592285,0.2007154120504856
de/abs_rel,24000,0.11650402843952179,0.1927997975051403
de/abs_rel,26000,0.1254328191280365,0.187676635235548
de/abs_rel,28000,0.19371384382247925,0.1842756299674511
de/abs_rel,30000,0.15552707016468048,0.1817548008263111
de/abs_rel,32000,0.10141071677207947,0.177468838840723
de/abs_rel,34000,0.13457666337490082,0.17495021626353263
de/abs_rel,36000,0.17971695959568024,0.17237947538495063
de/abs_rel,38000,0.15918494760990143,0.17154258087277413
de/abs_rel,40000,0.14339730143547058,0.17061026021838188
de/abs_rel,42000,0.13548827171325684,0.17032332971692085
de/abs_rel,44000,0.1569564938545227,0.17052311077713966
de/abs_rel,46000,0.15158593654632568,0.17054455026984217
de/log_rms,0,0.6086261868476868,
de/log_rms,250,0.45227983593940735,
de/log_rms,500,0.4502910375595093,
de/log_rms,750,0.42462411522865295,
de/log_rms,1000,0.4013896584510803,
de/log_rms,1250,0.36497578024864197,
de/log_rms,1500,0.3843882083892822,
de/log_rms,1750,0.27813443541526794,
de/log_rms,2000,0.27363651990890503,
de/log_rms,4000,0.23793372511863708,
de/log_rms,6000,0.21011707186698914,
de/log_rms,8000,0.22384698688983917,
de/log_rms,10000,0.26587527990341187,
de/log_rms,12000,0.23699377477169037,
de/log_rms,14000,0.22097986936569214,
de/log_rms,16000,0.2690100371837616,
de/log_rms,18000,0.2559237778186798,
de/log_rms,20000,0.1792975217103958,
de/log_rms,22000,0.22693204879760742,
de/log_rms,24000,0.19199921190738678,
de/log_rms,26000,0.2143937647342682,
de/log_rms,28000,0.25691279768943787,
de/log_rms,30000,0.2412855476140976,
de/log_rms,32000,0.40260228514671326,
de/log_rms,34000,0.18488942086696625,
de/log_rms,36000,0.3076934814453125,
de/log_rms,38000,0.19106119871139526,
de/log_rms,40000,0.1883571892976761,
de/log_rms,42000,0.1942041665315628,
de/log_rms,44000,0.20397523045539856,
de/log_rms,46000,0.2888052761554718,
de/log_rms,0,0.5957938432693481,
de/log_rms,250,0.4379044473171234,
de/log_rms,500,0.40840327739715576,
de/log_rms,750,0.3827339708805084,
de/log_rms,1000,0.33682894706726074,
de/log_rms,1250,0.32376691699028015,
de/log_rms,1500,0.31258612871170044,
de/log_rms,1750,0.26889824867248535,
de/log_rms,2000,0.35046684741973877,
de/log_rms,4000,0.19545391201972961,
de/log_rms,6000,0.2005440592765808,
de/log_rms,8000,0.2123255431652069,
de/log_rms,10000,0.19021525979042053,
de/log_rms,12000,0.27238667011260986,
de/log_rms,14000,0.34637904167175293,
de/log_rms,16000,0.21522095799446106,
de/log_rms,18000,0.2112535685300827,
de/log_rms,20000,0.266467809677124,
de/log_rms,22000,0.2522640824317932,0.2922265794873238
de/log_rms,24000,0.1729910522699356,0.2835138767957687
de/log_rms,26000,0.24845702946186066,0.2794374206662178
de/log_rms,28000,0.2941601872444153,0.2763148036599159
de/log_rms,30000,0.25847581028938293,0.27299183756113055
de/log_rms,32000,0.16488023102283478,0.2682616490125656
de/log_rms,34000,0.2850697636604309,0.2666635286808014
de/log_rms,36000,0.26281630992889404,0.26423209071159365
de/log_rms,38000,0.2365037351846695,0.26339947670698166
de/log_rms,40000,0.21716159582138062,0.2622699782252311
de/log_rms,42000,0.2815835475921631,0.2631429746747017
de/log_rms,44000,0.2688348889350891,0.2643173310160637
de/log_rms,46000,0.23263493180274963,0.2644930899143219
de/rms,0,10.43214225769043,
de/rms,250,9.78920841217041,
de/rms,500,8.330232620239258,
de/rms,750,10.466646194458008,
de/rms,1000,7.203684329986572,
de/rms,1250,7.858239650726318,
de/rms,1500,7.370999813079834,
de/rms,1750,7.023059368133545,
de/rms,2000,5.786764144897461,
de/rms,4000,5.571826457977295,
de/rms,6000,4.409756183624268,
de/rms,8000,4.661561012268066,
de/rms,10000,5.717441082000732,
de/rms,12000,4.068889617919922,
de/rms,14000,4.743927478790283,
de/rms,16000,6.159010410308838,
de/rms,18000,5.566951751708984,
de/rms,20000,3.615549087524414,
de/rms,22000,4.175271034240723,
de/rms,24000,5.048952102661133,
de/rms,26000,5.704022407531738,
de/rms,28000,4.488327980041504,
de/rms,30000,5.274829864501953,
de/rms,32000,6.302769660949707,
de/rms,34000,3.4171078205108643,
de/rms,36000,6.363495349884033,
de/rms,38000,4.227902412414551,
de/rms,40000,3.355581521987915,
de/rms,42000,4.267197132110596,
de/rms,44000,3.5071630477905273,
de/rms,46000,5.361526012420654,
de/rms,0,12.326071739196777,
de/rms,250,9.454217910766602,
de/rms,500,7.942013740539551,
de/rms,750,9.716142654418945,
de/rms,1000,8.23814582824707,
de/rms,1250,7.40761661529541,
de/rms,1500,8.675451278686523,
de/rms,1750,5.8075151443481445,
de/rms,2000,8.903407096862793,
de/rms,4000,4.560563087463379,
de/rms,6000,4.973705768585205,
de/rms,8000,5.135451316833496,
de/rms,10000,4.9088358879089355,
de/rms,12000,5.670924663543701,
de/rms,14000,7.2857666015625,
de/rms,16000,5.313577651977539,
de/rms,18000,4.672019004821777,
de/rms,20000,6.2098798751831055,
de/rms,22000,5.010638236999512,6.24963960647583
de/rms,24000,4.636363983154297,6.133724040985108
de/rms,26000,5.210676670074463,6.042153406143189
de/rms,28000,7.096969127655029,6.0174881362915045
de/rms,30000,6.3949737548828125,5.9360546875
de/rms,32000,4.538900375366211,5.882759008407593
de/rms,34000,6.471482753753662,5.855023870468139
de/rms,36000,6.5865864753723145,5.839335603713989
de/rms,38000,5.178056716918945,5.802435550689697
de/rms,40000,5.669861793518066,5.800097503662109
de/rms,42000,6.201865196228027,5.812698278427124
de/rms,44000,7.591582298278809,5.876334800720215
de/rms,46000,5.516129016876221,5.893426160812378
de/sq_rel,0,4.551565170288086,
de/sq_rel,250,3.357086420059204,
de/sq_rel,500,2.58581280708313,
de/sq_rel,750,2.824280023574829,
de/sq_rel,1000,2.1766109466552734,
de/sq_rel,1250,1.9025561809539795,
de/sq_rel,1500,2.2324540615081787,
de/sq_rel,1750,1.5105055570602417,
de/sq_rel,2000,1.0921238660812378,
de/sq_rel,4000,1.04031503200531,
de/sq_rel,6000,0.8089649081230164,
de/sq_rel,8000,0.7854569554328918,
de/sq_rel,10000,1.2147189378738403,
de/sq_rel,12000,0.7790945172309875,
de/sq_rel,14000,0.7954445481300354,
de/sq_rel,16000,1.5606002807617188,
de/sq_rel,18000,1.0643432140350342,
de/sq_rel,20000,0.49619197845458984,
de/sq_rel,22000,0.7414511442184448,
de/sq_rel,24000,1.0458312034606934,
de/sq_rel,26000,0.850357711315155,
de/sq_rel,28000,0.887786328792572,
de/sq_rel,30000,1.0704833269119263,
de/sq_rel,32000,2.418461322784424,
de/sq_rel,34000,0.5131238102912903,
de/sq_rel,36000,2.069103240966797,
de/sq_rel,38000,0.6072879433631897,
de/sq_rel,40000,0.4687003195285797,
de/sq_rel,42000,0.6615274548530579,
de/sq_rel,44000,0.5854262113571167,
de/sq_rel,46000,1.6979426145553589,
de/sq_rel,0,4.83046293258667,
de/sq_rel,250,2.7766098976135254,
de/sq_rel,500,2.3280255794525146,
de/sq_rel,750,2.4398529529571533,
de/sq_rel,1000,1.9002292156219482,
de/sq_rel,1250,1.7008939981460571,
de/sq_rel,1500,1.8426231145858765,
de/sq_rel,1750,1.2681304216384888,
de/sq_rel,2000,2.111023426055908,
de/sq_rel,4000,0.7713444232940674,
de/sq_rel,6000,0.7077310681343079,
de/sq_rel,8000,0.8727236390113831,
de/sq_rel,10000,0.6709901690483093,
de/sq_rel,12000,1.1229132413864136,
de/sq_rel,14000,1.9451707601547241,
de/sq_rel,16000,0.9874158501625061,
de/sq_rel,18000,0.8316611647605896,
de/sq_rel,20000,1.1144229173660278,
de/sq_rel,22000,0.9291723370552063,1.5109401029348375
de/sq_rel,24000,0.6910426616668701,1.433729652762413
de/sq_rel,26000,0.9235901236534119,1.3850597268342972
de/sq_rel,28000,1.9574049711227417,1.3724915701150895
de/sq_rel,30000,1.2232632637023926,1.3404712349176409
de/sq_rel,32000,0.7306393980979919,1.311551803946495
de/sq_rel,34000,1.3785849809646606,1.3010723799467088
de/sq_rel,36000,1.8472115993499756,1.2933675307035446
de/sq_rel,38000,1.0480886697769165,1.2841191929578781
de/sq_rel,40000,1.0196665525436401,1.2826700466871261
de/sq_rel,42000,1.2315483093261719,1.2864947122335435
de/sq_rel,44000,1.473933219909668,1.2997940784692763
de/sq_rel,46000,1.009187936782837,1.3042686980962754
loss,0,0.1355636715888977,
loss,250,0.11747195571660995,
loss,500,0.10462077707052231,
loss,750,0.13620054721832275,
loss,1000,0.10481531918048859,
loss,1250,0.10058613866567612,
loss,1500,0.10907354205846786,
loss,1750,0.13230061531066895,
loss,2000,0.11434053629636765,
loss,4000,0.10650883615016937,
loss,6000,0.13413353264331818,
loss,8000,0.10743936151266098,
loss,10000,0.08961030095815659,
loss,12000,0.10271313786506653,
loss,14000,0.07958406209945679,
loss,16000,0.0788889229297638,
loss,18000,0.08211776614189148,
loss,20000,0.08580607920885086,
loss,22000,0.06087280809879303,
loss,24000,0.06867734342813492,
loss,26000,0.08556990325450897,
loss,28000,0.07387221604585648,
loss,30000,0.06622734665870667,
loss,32000,0.056030403822660446,
loss,34000,0.06666933000087738,
loss,36000,0.04569999873638153,
loss,38000,0.08497431129217148,
loss,40000,0.07382915914058685,
loss,42000,0.07607151567935944,
loss,44000,0.06015114113688469,
loss,46000,0.056698258966207504,
loss,0,0.12519244849681854,
loss,250,0.1021517887711525,
loss,500,0.1554640531539917,
loss,750,0.12733173370361328,
loss,1000,0.14390230178833008,
loss,1250,0.1001969575881958,
loss,1500,0.08424094319343567,
loss,1750,0.12874624133110046,
loss,2000,0.13630101084709167,
loss,4000,0.09493022412061691,
loss,6000,0.10705382376909256,
loss,8000,0.09987686574459076,
loss,10000,0.09474912285804749,
loss,12000,0.055599723011255264,
loss,14000,0.0703858733177185,
loss,16000,0.09524773806333542,
loss,18000,0.13737283647060394,
loss,20000,0.0775374248623848,
loss,22000,0.11463690549135208,0.09696073710918426
loss,24000,0.10192219167947769,0.09628790751099586
loss,26000,0.07706008851528168,0.0954796701669693
loss,28000,0.06812594085931778,0.09474977344274521
loss,30000,0.09151627123355865,0.09385608792304992
loss,32000,0.05413687974214554,0.09284251913428307
loss,34000,0.07660698145627975,0.09236293599009515
loss,36000,0.07249458134174347,0.09163135677576065
loss,38000,0.1207740306854248,0.09140082508325578
loss,40000,0.0623437836766243,0.09036089003086091
loss,42000,0.0533900260925293,0.0892985138297081
loss,44000,0.09740953892469406,0.08856403395533563
loss,46000,0.09217090159654617,0.08825866475701333
loss/0,0,0.1356678605079651,
loss/0,250,0.11765511333942413,
loss/0,500,0.10456255078315735,
loss/0,750,0.13626131415367126,
loss/0,1000,0.10509496927261353,
loss/0,1250,0.10042163729667664,
loss/0,1500,0.10916711390018463,
loss/0,1750,0.13216114044189453,
loss/0,2000,0.11398639529943466,
loss/0,4000,0.10665785521268845,
loss/0,6000,0.1341208666563034,
loss/0,8000,0.10726355016231537,
loss/0,10000,0.08981464058160782,
loss/0,12000,0.10286854952573776,
loss/0,14000,0.07932861894369125,
loss/0,16000,0.07857853919267654,
loss/0,18000,0.08213364332914352,
loss/0,20000,0.08555280417203903,
loss/0,22000,0.0607856884598732,
loss/0,24000,0.06890865415334702,
loss/0,26000,0.08532030880451202,
loss/0,28000,0.07371627539396286,
loss/0,30000,0.06578955054283142,
loss/0,32000,0.0560239814221859,
loss/0,34000,0.06636221706867218,
loss/0,36000,0.04550855979323387,
loss/0,38000,0.08438045531511307,
loss/0,40000,0.0733148381114006,
loss/0,42000,0.0756610557436943,
loss/0,44000,0.0598905086517334,
loss/0,46000,0.05632524564862251,
loss/0,0,0.12499021738767624,
loss/0,250,0.10224124044179916,
loss/0,500,0.15581145882606506,
loss/0,750,0.12704087793827057,
loss/0,1000,0.14354005455970764,
loss/0,1250,0.10019873827695847,
loss/0,1500,0.08433614671230316,
loss/0,1750,0.12854203581809998,
loss/0,2000,0.13633236289024353,
loss/0,4000,0.09483848512172699,
loss/0,6000,0.1065581664443016,
loss/0,8000,0.09973175823688507,
loss/0,10000,0.09423776715993881,
loss/0,12000,0.05587438866496086,
loss/0,14000,0.07028816640377045,
loss/0,16000,0.0949576273560524,
loss/0,18000,0.1374511569738388,
loss/0,20000,0.07751349359750748,
loss/0,22000,0.11442635953426361,0.09684390008449555
loss/0,24000,0.10183169692754745,0.0961671768128872
loss/0,26000,0.0769016221165657,0.09535210698843002
loss/0,28000,0.06819908320903778,0.09462483763694762
loss/0,30000,0.09144268929958344,0.09372846513986588
loss/0,32000,0.05405312776565552,0.09270762830972672
loss/0,34000,0.07641900330781937,0.09222757562994957
loss/0,36000,0.07235733419656754,0.09149138003587723
loss/0,38000,0.12073975801467896,0.09126295238733292
loss/0,40000,0.06204745173454285,0.0902241735160351
loss/0,42000,0.053426891565322876,0.08915955424308777
loss/0,44000,0.09713363647460938,0.0884198096394539
loss/0,46000,0.0919586792588234,0.08811371222138405
loss/1,0,0.13593856990337372,
loss/1,250,0.11741144210100174,
loss/1,500,0.1043466255068779,
loss/1,750,0.13616757094860077,
loss/1,1000,0.10511090606451035,
loss/1,1250,0.10030718892812729,
loss/1,1500,0.10911565274000168,
loss/1,1750,0.13189074397087097,
loss/1,2000,0.11408974230289459,
loss/1,4000,0.10644534975290298,
loss/1,6000,0.1341329962015152,
loss/1,8000,0.10714605450630188,
loss/1,10000,0.08960946649312973,
loss/1,12000,0.10261940211057663,
loss/1,14000,0.07952497899532318,
loss/1,16000,0.07868366688489914,
loss/1,18000,0.08191486448049545,
loss/1,20000,0.08550334721803665,
loss/1,22000,0.06075006350874901,
loss/1,24000,0.0683269202709198,
loss/1,26000,0.08511689305305481,
loss/1,28000,0.07357899099588394,
loss/1,30000,0.0659538209438324,
loss/1,32000,0.05599496513605118,
loss/1,34000,0.0663684532046318,
loss/1,36000,0.04555317759513855,
loss/1,38000,0.08440560102462769,
loss/1,40000,0.07334348559379578,
loss/1,42000,0.07568540424108505,
loss/1,44000,0.059984274208545685,
loss/1,46000,0.05639752745628357,
loss/1,0,0.12498228996992111,
loss/1,250,0.10216332972049713,
loss/1,500,0.1555514633655548,
loss/1,750,0.1273718625307083,
loss/1,1000,0.14348948001861572,
loss/1,1250,0.10032686591148376,
loss/1,1500,0.08424770087003708,
loss/1,1750,0.12858006358146667,
loss/1,2000,0.13633370399475098,
loss/1,4000,0.09487129002809525,
loss/1,6000,0.10671556740999222,
loss/1,8000,0.0997379720211029,
loss/1,10000,0.09410539269447327,
loss/1,12000,0.055589061230421066,
loss/1,14000,0.07020463049411774,
loss/1,16000,0.09498675167560577,
loss/1,18000,0.13738885521888733,
loss/1,20000,0.07757217437028885,
loss/1,22000,0.11449552327394485,0.09680264249444007
loss/1,24000,0.10181848704814911,0.09612024083733559
loss/1,26000,0.07693254947662354,0.09531066298484803
loss/1,28000,0.06805958598852158,0.09458492219448089
loss/1,30000,0.09148400276899338,0.09369125083088875
loss/1,32000,0.05423267185688019,0.09267368614673616
loss/1,34000,0.0764724463224411,0.09219699129462242
loss/1,36000,0.07236365973949432,0.09146195143461228
loss/1,38000,0.12083926796913147,0.09124092191457747
loss/1,40000,0.06211463734507561,0.0902014198154211
loss/1,42000,0.053433604538440704,0.08914118491113185
loss/1,44000,0.09715733677148819,0.08840167172253131
loss/1,46000,0.09204628318548203,0.08809967629611491
loss/2,0,0.1351681798696518,
loss/2,250,0.11737284809350967,
loss/2,500,0.10477659106254578,
loss/2,750,0.1366650015115738,
loss/2,1000,0.10449495911598206,
loss/2,1250,0.10063842684030533,
loss/2,1500,0.10889971256256104,
loss/2,1750,0.13184240460395813,
loss/2,2000,0.11449375003576279,
loss/2,4000,0.10660290718078613,
loss/2,6000,0.1340901106595993,
loss/2,8000,0.10723626613616943,
loss/2,10000,0.089406318962574,
loss/2,12000,0.10253336280584335,
loss/2,14000,0.07965000718832016,
loss/2,16000,0.0787913128733635,
loss/2,18000,0.08224161714315414,
loss/2,20000,0.08574670553207397,
loss/2,22000,0.0609922893345356,
loss/2,24000,0.06819655001163483,
loss/2,26000,0.08567003905773163,
loss/2,28000,0.07381007820367813,
loss/2,30000,0.06638938933610916,
loss/2,32000,0.05600022152066231,
loss/2,34000,0.06658247113227844,
loss/2,36000,0.04563271626830101,
loss/2,38000,0.08501680940389633,
loss/2,40000,0.07383675873279572,
loss/2,42000,0.07594615966081619,
loss/2,44000,0.060021087527275085,
loss/2,46000,0.056705426424741745,
loss/2,0,0.1253267526626587,
loss/2,250,0.1019849106669426,
loss/2,500,0.1552642285823822,
loss/2,750,0.12773863971233368,
loss/2,1000,0.14410480856895447,
loss/2,1250,0.10013531893491745,
loss/2,1500,0.0840611681342125,
loss/2,1750,0.12873691320419312,
loss/2,2000,0.13643160462379456,
loss/2,4000,0.09518016874790192,
loss/2,6000,0.10737456381320953,
loss/2,8000,0.09990523010492325,
loss/2,10000,0.09481427073478699,
loss/2,12000,0.05559306591749191,
loss/2,14000,0.07036814838647842,
loss/2,16000,0.09512025117874146,
loss/2,18000,0.13722407817840576,
loss/2,20000,0.07762795686721802,
loss/2,22000,0.11469566076993942,0.09694276437163353
loss/2,24000,0.1019267663359642,0.09627793610095978
loss/2,26000,0.0770919993519783,0.09547231912612916
loss/2,28000,0.0681304931640625,0.09473939716815949
loss/2,30000,0.0914766862988472,0.09383563086390495
loss/2,32000,0.054231200367212296,0.09283035568892956
loss/2,34000,0.07657678425312042,0.09234912283718587
loss/2,36000,0.0725230947136879,0.0916215904802084
loss/2,38000,0.12082233279943466,0.09140118904411793
loss/2,40000,0.06238364800810814,0.09035898700356483
loss/2,42000,0.05337716266512871,0.08929447211325169
loss/2,44000,0.09751436859369278,0.08856295727193356
loss/2,46000,0.09217238426208496,0.08826167963445186
loss/3,0,0.13548006117343903,
loss/3,250,0.11744841188192368,
loss/3,500,0.10479732602834702,
loss/3,750,0.13570833206176758,
loss/3,1000,0.10456043481826782,
loss/3,1250,0.10097729414701462,
loss/3,1500,0.10911168903112411,
loss/3,1750,0.13330814242362976,
loss/3,2000,0.11479225754737854,
loss/3,4000,0.10632923990488052,
loss/3,6000,0.1341901421546936,
loss/3,8000,0.10811159759759903,
loss/3,10000,0.08961077779531479,
loss/3,12000,0.10283125936985016,
loss/3,14000,0.07983263581991196,
loss/3,16000,0.0795021653175354,
loss/3,18000,0.08218096196651459,
loss/3,20000,0.08642146736383438,
loss/3,22000,0.06096319854259491,
loss/3,24000,0.06927723437547684,
loss/3,26000,0.08617237955331802,
