tag,step,value,smoothed
da/a1,0,0.2944668233394623,
da/a1,250,0.42366665601730347,
da/a1,500,0.49294474720954895,
da/a1,750,0.612415075302124,
da/a1,1000,0.6282660365104675,
da/a1,1250,0.5940258502960205,
da/a1,1500,0.635417640209198,
da/a1,1750,0.7137078046798706,
da/a1,1757,0.6823610067367554,
da/a1,2000,0.7617881298065186,
da/a1,4000,0.7387183904647827,
da/a1,6000,0.7084862589836121,
da/a1,8000,0.778781533241272,
da/a1,10000,0.7707496881484985,
da/a1,12000,0.8547287583351135,
da/a1,14000,0.8164879679679871,
da/a1,16000,0.8044689893722534,
da/a1,18000,0.883779764175415,
da/a1,20000,0.9101589918136597,
da/a1,22000,0.8000752329826355,
da/a1,24000,0.8300565481185913,
da/a1,26000,0.866388738155365,
da/a1,28000,0.823689341545105,
da/a1,30000,0.826335072517395,
da/a1,32000,0.8841710686683655,
da/a1,34000,0.8874019384384155,
da/a1,36000,0.8419941663742065,
da/a1,38000,0.9104955196380615,
da/a1,40000,0.8810470104217529,
da/a1,42000,0.8793480396270752,
da/a1,44000,0.872859001159668,
da/a1,46000,0.8257350325584412,
da/a1,48000,0.8483254909515381,
da/a1,50000,0.8859497308731079,
da/a1,52000,0.9058929681777954,
da/a1,54000,0.8382609486579895,
da/a1,56000,0.8822559714317322,
da/a1,58000,0.7739197611808777,
da/a1,60000,0.9160324335098267,
da/a1,62000,0.8758566379547119,
da/a1,64000,0.8538594245910645,
da/a1,66000,0.9079564213752747,
da/a1,68000,0.807721734046936,
da/a1,70000,0.9238429069519043,
da/a1,0,0.2919715642929077,
da/a1,250,0.3484004735946655,
da/a1,500,0.5269280672073364,
da/a1,750,0.6270380616188049,
da/a1,1000,0.5052500367164612,
da/a1,1250,0.7006080746650696,0.7531017506122589
da/a1,1500,0.6161049604415894,0.7595345133543014
da/a1,1750,0.7771298885345459,0.7666037780046464
da/a1,1757,0.6737996935844421,0.7702208769321442
da/a1,2000,0.7889711856842041,0.7737519991397859
da/a1,4000,0.7701693773269653,0.7765900659561158
da/a1,6000,0.7634425759315491,0.7799784004688263
da/a1,8000,0.8318396210670471,0.7839068400859832
da/a1,10000,0.8176435828208923,0.7859855556488038
da/a1,12000,0.8340823650360107,0.7890199828147888
da/a1,14000,0.8061525821685791,0.7899072718620301
da/a1,16000,0.8087172508239746,0.7913072490692139
da/a1,18000,0.7383481860160828,0.7919044876098633
